id,company,title,totalyearlycompensation,location,yearsofexperience,yearsatcompany,basesalary,stockgrantvalue,bonus
1729,Cisco,Software Engineer,252000,"San Jose, CA",6,3,158000,70000,24000
1730,Apple,Software Engineer,215000,"Sunnyvale, CA",4,0,145000,26000,45000
1731,VMware,Software Engineer,150000,"Palo Alto, CA",6,1,0,0,0
1732,Salesforce,Software Engineer,500000,"Palo Alto, CA",6,2,250000,200000,50000
1733,Salesforce,Software Engineer,298000,"San Francisco, CA",13,1,194000,75000,29000
1734,Veritas Technologies,Software Engineering Manager,170000,"Minneapolis, MN",16,7,150000,0,20000
1735,Salesforce,Software Engineer,172000,"Atlanta, GA",8,1,132000,20000,20000
1736,Microsoft,Software Engineer,142000,"Redmond, WA",1,1,111000,20000,11000
1737,Salesforce,Software Engineer,215000,"San Francisco, CA",6,5,0,0,0
1738,Yahoo,Software Engineer,202000,"Sunnyvale, CA",8,4,167000,12000,15000
1739,Microsoft,Software Engineer,303000,"Redmond, WA",14,14,195000,70000,38000
1740,Google,Software Engineer,143000,"Seattle, WA",0,0,105000,23000,15000
1741,Google,Software Engineer,143000,"Seattle, WA",0,0,105000,23000,15000
1742,Amazon,Software Engineer,184000,"Seattle, WA",4,1,135000,40000,9000
1743,Apple,Software Engineer,250000,"Cupertino, CA",4,1,0,0,0
1744,TUNE,Software Engineer,100000,"Seattle, WA",2,2,100000,0,0
1745,TUNE,Software Engineer,100000,"Seattle, WA",0,0,100000,0,0
1746,TUNE,Software Engineer,110000,"Seattle, WA",10,2,110000,0,0
1747,Google,Software Engineer,212000,"Los Angeles, CA",2,0,130000,63000,19000
1748,Salesforce,Software Engineering Manager,470000,"San Francisco, CA",20,2,270000,150000,50000
1749,Intuit,Software Engineer,128000,"San Diego, CA",1,0,105000,13000,10000
1750,Cisco,Software Engineer,200000,"San Jose, CA",5,3,135000,45000,20000
1751,Microsoft,Software Engineer,195000,"Sunnyvale, CA",12,0,145000,30000,20000
1752,Salesforce,Software Engineer,142000,"San Francisco, CA",2,2,0,0,0
1753,Microsoft,Software Engineer,233000,"Redmond, WA",14,14,183000,25000,25000
1754,Amazon,Software Engineering Manager,300000,"Seattle, WA",14,8,160000,140000,0
1755,Amazon,Product Designer,320000,"Seattle, WA",7,3,105000,215000,0
1756,Indeed,Software Engineer,160000,"Seattle, WA",3,0,120000,20000,25000
1757,Amazon,Software Engineer,200000,"Seattle, WA",2,2,130000,70000,0
1758,Microsoft,Product Manager,168000,"Seattle, WA",1,1,118000,40000,10000
1759,Airbnb,Software Engineer,259000,"San Francisco, CA",1,0,135000,59000,65000
1760,Salesforce,Software Engineer,202000,"San Francisco, CA",4,1,155000,32000,15000
1761,Airbnb,Software Engineer,254000,"San Francisco, CA",1,0,130000,65000,59000
1762,Salesforce,Software Engineer,205000,"San Francisco, CA",11,4,170000,10000,25000
1763,Apple,Software Engineer,240000,"Cupertino, CA",5,0,160000,40000,40000
1764,Intel,Software Engineering Manager,339000,"Portland, OR",20,7,201000,38000,100000
1765,Microsoft,Software Engineering Manager,300000,"Redmond, WA",9,9,0,0,0
1766,Salesforce,Software Engineer,220000,"Bellevue, WA",6,1.5,156000,50000,24000
1767,Microsoft,Data Scientist,216000,"Redmond, WA",15,1,166000,25000,25000
1768,Qualcomm,Software Engineer,135000,"San Diego, CA",4,3,110000,15000,10000
1769,Qualcomm,Software Engineer,146000,"San Diego, CA",5,4,116000,20000,10000
1770,Microsoft,Software Engineer,154000,"Redmond, WA",1,0,117000,22000,15000
1771,Qualcomm,Software Engineer,125000,"San Jose, CA",2,1,105000,10000,10000
1772,Dell Technologies,Software Engineering Manager,270000,"Eden Prairie, MN",20,5,0,0,0
1773,Microsoft,Software Engineer,162000,"Redmond, WA",2,0,122000,25000,15000
1774,Facebook,Software Engineer,400000,"Menlo Park, CA",10,6,0,0,0
1775,Groupon,Product Manager,140000,"Chicago, IL",13,2,0,0,0
1776,Amazon,Software Engineering Manager,350000,"Seattle, WA",8,3,0,0,0
1777,Qualcomm,Software Engineer,185000,"San Diego, CA",8,7,136000,35000,14000
1778,Amazon,Software Engineer,178000,"Seattle, WA",5,5,130000,48000,0
1779,Uber,Product Manager,730000,"San Francisco, CA",10,4,200000,500000,30000
1780,Apple,Software Engineer,220000,"Sunnyvale, CA",5,1,155000,40000,25000
1781,Microsoft,Software Engineer,210000,"Redmond, WA",10,9,160000,28000,22000
1782,Apple,Software Engineer,178000,"Cupertino, CA",3,0,0,0,0
1783,Facebook,Software Engineer,506000,"New York, NY",3,3,186000,280000,40000
1784,Salesforce,Software Engineer,150000,"Atlanta, GA",7,4,120000,0,30000
1785,Groupon,Software Engineer,147000,"Seattle, WA",4,4,125000,10000,12000
1786,pagerduty,Software Engineer,115000,"Toronto, ON, Canada",3,2,0,0,0
1787,Snap,Software Engineer,330000,"San Francisco, CA",3,0,160000,125000,50000
1788,Salesforce,Software Engineer,185000,"Seattle, WA",7,3,160000,15000,10000
1789,Salesforce,Software Engineer,185000,"Seattle, WA",7,3,160000,15000,10000
1790,Microsoft,Software Engineer,320000,"Redmond, WA",10,8,190000,100000,30000
1791,Amazon,Software Engineer,230000,"Seattle, WA",5,1,0,0,0
1792,salesforce,Software Engineer,201000,"Boston, MA",20,1.5,162000,14000,25000
1793,Microsoft,Product Manager,500000,"Redmond, WA",20,20,225000,200000,75000
1794,Yahoo,Software Engineer,249000,"San Jose, CA",8,2,199000,20000,30000
1795,Oracle,Software Engineer,325000,"Seattle, WA",8,4,0,0,0
1796,Google,Software Engineer,238000,"Mountain View, CA",3,3,136000,75000,27000
1797,Hulu,Software Engineer,240000,"Seattle, WA",3,1,0,0,0
1798,Lyft,Software Engineering Manager,222000,"San Francisco, CA",11,1,0,0,0
1799,ADP,Product Manager,316000,"Roseland, NJ",11,4,200000,66000,50000
1800,Comcast,Software Engineering Manager,365000,"Philadelphia, PA",19,8,200000,105000,50000
1801,Adobe,Software Engineering Manager,384000,"San Jose, CA",11,6,0,0,0
1802,Uber,Software Engineering Manager,520000,"San Francisco, CA",7,0,0,0,0
1803,Amazon,Software Engineer,185000,"Reston, VA",5,1,135000,20000,30000
1804,Facebook,Software Engineer,173000,"Menlo Park, CA",0,0,115000,38000,20000
1805,Microsoft,Software Engineering Manager,300000,"Redmond, WA",15,7,199000,55000,45000
1806,LinkedIn,Product Designer,402000,"San Francisco, CA",15,0,210000,150000,42000
1807,Apple,Software Engineer,190000,"Cupertino, CA",2,1,135000,40000,15000
1808,Microsoft,Product Designer,142000,"Seattle, WA",7,2,126000,6000,10000
1809,Facebook,Software Engineer,248000,"Seattle, WA",3,0,160000,72000,16000
1810,Facebook,Software Engineer,220000,"Seattle, WA",3,1.5,145000,60000,13000
1811,Google,Software Engineer,288000,"Seattle, WA",4,0,155000,82000,43000
1812,Facebook,Software Engineer,292000,"Seattle, WA",4,0,155000,75000,65000
1813,Airbnb,Software Engineer,290000,"San Francisco, CA",5,2,0,0,0
1814,Hulu,Product Manager,240000,"Santa Monica, CA",1,1,180000,15000,45000
1815,Uber,Software Engineering Manager,500000,"Palo Alto, CA",12,3,180000,300000,22000
1816,Square,Software Engineer,250000,"New York, NY",4,0,165000,85000,0
1817,Uber,Software Engineer,251000,"New York, NY",4,0,151000,87000,13000
1818,Apple,Software Engineer,352000,"Cupertino, CA",8,6,195000,125000,32000
1819,Microsoft,Software Engineer,150000,"Redmond, WA",3,1,0,0,0
1820,Apple,Software Engineer,251000,"Cupertino, CA",3,3,160000,75000,16000
1821,Cisco,Software Engineer,147000,"San Jose, CA",3,3,0,0,0
1822,Lyft,Software Engineer,320000,"Palo Alto, CA",3,1,175000,145000,0
1823,Qualcomm,Software Engineer,155000,"San Diego, CA",6,5,120000,20000,15000
1824,Qualcomm,Software Engineer,118000,"San Jose, CA",1,1,100000,10000,8000
1825,Google,Software Engineer,270000,"Mountain View, CA",15,3,150000,90000,30000
1826,Google,Software Engineer,162000,"San Bruno, CA",0,0,116000,25000,21000
1827,Symantec,Software Engineer,120000,"Mountain View, CA",4,2,0,0,0
1828,Symantec,Software Engineer,120000,"Mountain View, CA",4,2,0,0,0
1829,Qualcomm,Software Engineer,220000,"San Diego, CA",12,10,155000,50000,15000
1830,Salesforce,Software Engineer,190000,"San Francisco, CA",10,3,161000,10000,20000
1831,Walmart Labs,Product Manager,170000,"Sunnyvale, CA",2,0,130000,20000,20000
1832,Salesforce,Product Designer,185000,"San Francisco, CA",1,1,140000,30000,15000
1833,Citrix Systems Inc,Software Engineer,290000,"Santa Clara, CA",8,5,181000,80000,30000
1834,Apple,Software Engineer,255000,"Sunnyvale, CA",10,1,185000,40000,30000
1835,Booking.com,Product Designer,480000,"Amsterdam, NH, Netherlands",15,6,0,0,0
1836,Amazon,Software Engineer,125000,"San Francisco, CA",0,0,0,0,0
1837,Microsoft,Software Engineer,153000,"Redmond, WA",4,4,130000,10000,13000
1838,Deloitte,Software Engineer,140000,"St. Louis, MO",10,2,0,0,0
1839,Goldman Sachs,Software Engineering Manager,250000,"New York, NY",15,4,190000,10000,50000
1840,Facebook,Software Engineer,458000,"New York, NY",15,0,215000,200000,43000
1841,Booking.com,Software Engineer,85000,"Amsterdam, NH, Netherlands",8,4,62000,12000,10000
1842,Uber,Software Engineer,240000,"Palo Alto, CA",8,1,150000,80000,10000
1843,Salesforce,Software Engineer,225000,"San Francisco, CA",3,2,170000,30000,25000
1844,Facebook,Software Engineer,170000,"Seattle, WA",0,0,110000,40000,15000
1845,Qualcomm,Software Engineer,180000,"San Diego, CA",8,5,135000,35000,10000
1846,Qualcomm,Software Engineer,185000,"San Diego, CA",10,8,142000,28000,15000
1847,Qualcomm,Software Engineer,190000,"San Diego, CA",12,10,145000,30000,15000
1848,Qualcomm,Software Engineer,195000,"Santa Clara, CA",10,9,150000,30000,15000
1849,Workday,Software Engineer,190000,"Pleasanton, CA",9,0,150000,40000,0
1850,Microsoft,Software Engineering Manager,270000,"Seattle, WA",11,2,150000,100000,30000
1851,Perspecta,Solution Architect,170000,"Chantilly, VA",15,5,170000,0,0
1852,Salesforce,Software Engineer,188000,"San Francisco, CA",6,4,153000,12000,23000
1853,Apple,Software Engineer,372000,"Cupertino, CA",7,7,192000,150000,30000
1854,Amazon,Software Engineer,206000,"New York, NY",3,0,127000,31000,48000
1855,Redfin,Software Engineer,160000,"San Francisco, CA",0,0,125000,25000,10000
1856,Akamai,Sales,615000,"Seattle, WA",25,2,265000,250000,100000
1857,Microsoft,Solution Architect,290000,"Redmond, WA",14,5,170000,55000,65000
1858,Salesforce,Software Engineering Manager,240000,"San Francisco, CA",10,8,180000,30000,30000
1859,Salesforce,Software Engineer,175000,"San Francisco, CA",2,2,137000,25000,13000
1860,Amazon,Software Engineering Manager,540000,"Sunnyvale, CA",16,2,0,0,0
1861,F5 networks,Software Engineer,250000,"Seattle, WA",15,5,0,0,0
1862,Uber,Software Engineer,442000,"San Francisco, CA",6,3,172000,251000,20000
1863,VMware,Software Engineer,200000,"Palo Alto, CA",8,4,150000,30000,20000
1864,Google,Software Engineer,300000,"Seattle, WA",8,2,0,0,0
1865,Microsoft,Software Engineer,150000,"Redmond, WA",4,2,125000,15000,15000
1866,Netflix,Software Engineer,350000,"Los Gatos, CA",4,1,0,0,0
1867,Microsoft,Software Engineer,191000,"Redmond, WA",2,2,128000,47000,14000
1868,Intuit,Software Engineer,200000,"Plano, TX",20,19,150000,25000,25000
1869,Amazon,Software Engineer,188000,"Seattle, WA",10,1,138000,40000,10000
1870,IBM,Software Engineer,125000,"San Jose, CA",0,0,0,0,0
1871,Amazon,Software Engineer,120000,"Toronto, ON, Canada",2,2,0,0,0
1872,Amazon,Software Engineer,300000,"Seattle, WA",15,4,167000,53000,80000
1873,Microsoft,Software Engineer,217000,"Bellevue, WA",5,1,154000,38000,26000
1874,Uber,Product Manager,340000,"San Francisco, CA",5,2,160000,180000,0
1875,Amazon,Data Scientist,125000,"Seattle, WA",3,1,0,0,0
1876,Google,Software Engineer,300000,"Irvine, CA",4,3,129000,151000,20000
1877,Apple,Data Scientist,322000,"Cupertino, CA",6,2,176000,0,0
1878,Microsoft,Software Engineer,328000,"Seattle, WA",6,6,177000,109000,42000
1879,Google,Product Manager,740000,"Seattle, WA",16,1,0,0,0
1880,Microsoft,Software Engineer,275000,"Redmond, WA",11,6,0,0,0
1881,Foursquare,Product Manager,105000,"New York, NY",3,4,105000,0,0
1882,American Express,Software Engineer,97000,"New York Mills, NY",2,2,92000,0,5000
1883,Amazon,Software Engineer,172000,"Seattle, WA",2,0,140000,2000,30000
1884,Microsoft,Software Engineer,187000,"Redmond, WA",10,5,149000,20000,18000
1885,Microsoft,Software Engineer,147000,"Redmond, WA",7,2,115000,17000,15000
1886,Booking.com,Software Engineer,152000,"Amsterdam, NH, Netherlands",2,1,86000,40000,26000
1887,Facebook,Software Engineer,195000,"San Francisco, CA",8,2,0,0,0
1888,Cisco,Software Engineer,150000,"San Jose, CA",8,2,130000,0,20000
1889,VMware,Software Engineer,205000,"Seattle, WA",10,0,132000,65000,8000
1890,Amazon,Software Engineering Manager,350000,"Seattle, WA",13,1,160000,90000,100000
1891,Quantcast,Software Engineer,168000,"San Francisco, CA",15,6,153000,0,15000
1892,TELUS,Product Manager,60000,"Toronto, ON, Canada",6,1,0,0,0
1893,Amazon,Software Engineer,200000,"Seattle, WA",3,3,134000,70000,0
1894,Microsoft,Software Engineer,220000,"Seattle, WA",2,2,135000,60000,25000
1895,Tableau Software,Software Engineer,310000,"Seattle, WA",25,0,190000,100000,20000
1896,Salesforce,Software Engineer,164000,"San Francisco, CA",2,0,130000,21000,13000
1897,Google,Software Engineer,183000,"Mountain View, CA",1,0,116000,50000,17000
1898,Intel,Software Engineer,375000,"Santa Clara, CA",20,10,0,0,0
1899,Google,Software Engineer,320000,"Cambridge, EN, United Kingdom",10,5,170000,125000,25000
1900,Apple,Software Engineer,284000,"Sunnyvale, CA",8,4,165000,102000,27000
1901,IBM,Product Designer,110000,"Austin, TX",3,3,0,0,0
1902,Intuit,Software Engineer,250000,"Mountain View, CA",7,3,0,0,0
1903,AT&T,Software Engineer,95000,"Dallas, TX",1,1,83000,0,12000
1904,Booking.com,Software Engineer,118000,"Amsterdam, NH, Netherlands",5,2,84000,9000,25000
1905,Google,Software Engineer,266000,"Mountain View, CA",3,2,140000,101000,25000
1906,eBay,Software Engineer,380000,"San Francisco, CA",18,10,0,0,0
1907,Oracle,Software Engineer,142000,"Redwood City, CA",3,3,125000,15000,2000
1908,Splunk,Software Engineer,260000,"San Francisco, CA",3,3,172000,60000,18000
1909,Microsoft,Product Manager,660000,"Seattle, WA",17,16,231000,327000,102000
1910,Microsoft,Software Engineer,154000,"Redmond, WA",9,1.5,132000,8000,14000
1911,Google,Software Engineer,280000,"San Francisco, CA",4,4,0,0,0
1912,Amazon,Software Engineer,220000,"Seattle, WA",6,5,0,0,0
1913,Intuit,Product Manager,350000,"Mountain View, CA",18,2,0,0,0
1914,Intuit,Product Manager,250000,"Mountain View, CA",8,4,0,0,0
1915,Microsoft,Software Engineer,199000,"Bellevue, WA",0,0,139000,35000,25000
1916,Yandex,Software Engineer,35000,"Moscow, MC, Russia",9,2,30000,0,5000
1917,Oracle,Software Engineer,210000,"Burlington, MA",5,0,150000,60000,0
1918,Microsoft,Software Engineer,305000,"Redmond, WA",25,15,0,0,0
1919,TripAdvisor,Software Engineer,280000,"Needham, MA",12,0,160000,100000,20000
1920,SiriusXM,Software Engineer,121000,"Dallas, TX",18,2,101000,10000,10000
1921,Netflix,Software Engineering Manager,500000,"Los Gatos, CA",12,3,500000,0,0
1922,Rubrik,Software Engineer,205000,"Palo Alto, CA",4,2,155000,40000,10000
1923,Oracle,Software Engineering Manager,471000,"Seattle, WA",11,2,190000,240000,41000
1924,Viasat,Software Engineer,169000,"San Jose, CA",7,7,150000,14000,5000
1925,Google,Software Engineer,288000,"Sunnyvale, CA",10,0,140000,127000,21000
1926,Snap,Software Engineer,300000,"Seattle, WA",8,1,0,0,0
1927,Microsoft,Software Engineer,160000,"Redmond, WA",2,2,120000,30000,10000
1928,Tune,Software Engineer,112000,"Seattle, WA",2,2,0,0,0
1929,LinkedIn,Software Engineer,275000,"Sunnyvale, CA",12,2,160000,100000,15000
1930,Guidewire,Software Engineer,180000,"Foster City, CA",10,2,150000,15000,15000
1931,Apple,Software Engineer,450000,"Cupertino, CA",11,5,220000,180000,50000
1932,Google,Software Engineer,213000,"Los Angeles, CA",7,1.5,150000,45000,18000
1933,Yandex,Software Engineer,78000,"Moscow, MC, Russia",8,6,43000,29000,8000
1934,Uber,Software Engineer,308000,"San Francisco, CA",2,0,155000,138000,15000
1935,Netflix,Data Scientist,400000,"Los Gatos, CA",2,2,0,0,0
1936,Microsoft,Software Engineering Manager,130000,"Prague, PR, Czech Republic",12,4,0,0,0
1937,Qualcomm,Software Engineer,140000,"San Diego, CA",12,0,115000,15000,10000
1938,Amazon,Data Scientist,157000,"Seattle, WA",2,1,118000,17000,22000
1939,Intel,Software Engineer,185000,"Santa Clara, CA",8,8,0,0,0
1940,Seagate,Data Scientist,82000,"Bloomington, MN",4,4,0,0,0
1941,Google,Software Engineer,233000,"Mountain View, CA",4,0,140000,72000,21000
1942,Google,Software Engineer,300000,"San Francisco, CA",10,1,0,0,0
1943,Amazon,Software Engineer,183000,"Seattle, WA",2,2,132000,25000,26000
1944,Amazon,Product Manager,700000,"Seattle, WA",13,10,160000,540000,0
1945,Facebook,Software Engineer,330000,"Menlo Park, CA",12,4,190000,120000,20000
1946,Twitter,Software Engineer,317000,"San Francisco, CA",6,1.5,170000,140000,17000
1947,Netflix,Software Engineer,475000,"Los Altos, CA",13,3.5,475000,0,0
1948,Amazon,Software Engineer,255000,"Seattle, WA",9,3,155000,100000,0
1949,Facebook,Software Engineer,365000,"Seattle, WA",9,1,185000,150000,30000
1950,Google,Software Engineering Manager,455000,"Mountain View, CA",18,5,200000,200000,50000
1951,Uber,Software Engineer,310000,"San Francisco, CA",5,0,155000,120000,35000
1952,Facebook,Software Engineer,450000,"Seattle, WA",10,1.5,210000,200000,40000
1953,Palo Alto Networks,Software Engineer,450000,"Santa Clara, CA",12,6,0,0,0
1954,Microsoft,Software Engineer,159000,"Seattle, WA",1,0,109000,30000,20000
1955,Capital One,Software Engineer,108000,"Mc Lean, VA",2,2,0,0,0
1956,Microsoft,Software Engineer,123000,"Vancouver, BC, Canada",0,0,76000,32000,15000
1957,Apple,Software Engineering Manager,325000,"Cupertino, CA",4,4,177000,122000,26000
1958,Google,Software Engineer,330000,"San Francisco, CA",4,2,0,0,0
1959,Amazon,Software Engineer,180000,"Palo Alto, CA",0,0,125000,12000,43000
1960,CVS health,Software Engineer,153000,"Woonsocket, RI",13,11,125000,10000,18000
1961,Microsoft,Software Engineer,198000,"Redmond, WA",5,2,148000,30000,20000
1962,Amazon,Software Engineer,315000,"Seattle, WA",20,4,151000,0,0
1963,Amazon,Software Engineer,132000,"Bellevue, WA",1,1,109000,5000,18000
1964,Microsoft,Software Engineer,175000,"Redmond, WA",6,6,150000,10000,15000
1965,Microsoft,Product Manager,141000,"Seattle, WA",0,0,108000,30000,3000
1966,Mic,Software Engineer,295000,"Redmond, WA",6,4,175000,95000,25000
1967,Google,Software Engineer,196000,"San Bruno, CA",4,0,125000,40000,31000
1968,Johnson and Johnson,Data Scientist,120000,"Boston, MA",6,6,0,0,0
1969,Qualcomm,Software Engineer,385000,"San Diego, CA",20,14,225000,105000,55000
1970,Microsoft,Software Engineer,153000,"Redmond, WA",0,0,109000,24000,20000
1971,Delphix,Software Engineer,180000,"San Francisco, CA",11,6,160000,0,20000
1972,Microsoft,Data Scientist,240000,"Redmond, WA",2,2,0,0,0
1973,Oath,Software Engineer,175000,"Los Angeles, CA",10,3,150000,1000,24000
